num,year,month,day,hour,min,sec,T,type
10247,2013,10,20,22,3,31,45.93,R
10248,2013,10,20,23,29,23,39.01,R
10249,2013,10,20,23,33,36.4,25.24,R
10250,2013,10,20,23,35,11.4,79.68,R
10251,2013,10,20,23,42,31.9,75.71,R
10252,2013,10,21,1,38,2.1,45.22,R
10253,2013,10,21,1,41,43.9,89.68,R
10254,2013,10,21,1,47,35.6,17.11,R
10255,2013,10,21,2,1,32.3,22.75,R
10256,2013,10,21,2,9,53.8,65.92,R
10257,2013,10,21,2,34,27.8,47.8,R
10258,2013,10,21,3,34,44.3,61.84,R
10259,2013,10,21,6,20,0.4,70.59,R
10260,2013,10,21,6,59,6.3,92.31,R
10261,2013,10,21,7,10,3.4,15.62,R
10262,2013,10,21,7,10,24.4,84.73,R
10263,2013,10,21,7,36,4.2,79.26,R
10264,2013,10,21,7,38,47.3,40.69,R
10265,2013,10,21,7,41,50.5,31.37,R
10266,2013,10,21,7,45,0.4,67.1,R
10267,2013,10,21,7,48,42.5,14.48,R
10268,2013,10,21,7,49,18.5,7.44,R
10269,2013,10,21,7,50,0.6,49.77,R
10270,2013,10,21,7,50,57.7,140.09,R
10271,2013,10,21,8,5,47.8,9.26,R
10272,2013,10,21,8,16,55.1,75.22,R
10273,2013,10,21,8,19,53.1,13.54,R
10274,2013,10,21,8,20,18.7,21.64,R
10275,2013,10,21,8,26,38.5,34.52,R
10276,2013,10,21,8,47,42.7,45.23,R
10277,2013,10,21,9,8,4.1,59.18,R
10278,2013,10,21,9,46,2,15.02,N
10279,2013,10,21,12,21,37.7,77.91,R
10280,2013,10,21,17,2,35.9,7.11,S
10281,2013,10,22,2,32,10.3,23.24,R
10282,2013,10,22,9,3,28.9,106.66,R
10283,2013,10,22,9,44,46.9,8.41,N
10284,2013,10,22,11,33,45.5,27.88,R
10285,2013,10,22,16,36,2.9,37.31,R
10286,2013,10,22,17,6,53,11.64,R
10287,2013,10,22,20,58,16.2,46.02,R
10288,2013,10,23,3,59,4.7,29.64,R
10289,2013,10,23,4,17,1.4,79.11,R
10290,2013,10,23,7,54,30.5,45.1,R
10291,2013,10,23,11,57,22.6,37.05,R
10292,2013,10,23,16,40,42.2,37.21,R
10293,2013,10,23,18,11,22,72.4,R
10294,2013,10,23,19,27,56.4,29.14,R
10295,2013,10,23,19,30,40.6,37.26,R
10296,2013,10,23,19,34,3.7,78.02,R
10297,2013,10,23,19,38,22.4,34.86,R
10298,2013,10,23,19,51,52.9,63.63,R
10299,2013,10,23,20,0,39.4,8.24,R
10300,2013,10,23,20,26,35.5,101.9,R
10301,2013,10,23,20,35,55.4,100,R
10302,2013,10,23,20,42,37.9,41.5,S
10303,2013,10,23,21,5,20.9,91.65,R
10304,2013,10,23,21,23,18.3,45.62,R
10305,2013,10,23,22,0,54.7,70.92,R
10306,2013,10,23,22,17,7.9,47.17,R
10307,2013,10,23,22,28,50.9,90.72,R
10308,2013,10,23,22,39,44.3,68.58,R
10309,2013,10,24,0,33,8.4,83.19,R
10310,2013,10,24,0,53,48.3,63.12,R
10311,2013,10,24,1,43,16.2,70.73,R
10312,2013,10,24,1,56,6.8,68.76,R
10313,2013,10,24,2,37,10.1,44.67,R
10314,2013,10,24,3,12,42.7,58.29,R
10315,2013,10,24,3,53,21.2,99.33,R
10316,2013,10,24,4,25,49.5,101.82,R
10317,2013,10,24,5,20,23.7,65.86,R
10318,2013,10,24,5,40,52.7,40.08,R
10319,2013,10,24,6,14,48.1,20.08,R
10320,2013,10,24,7,12,16.6,78.01,R
10321,2013,10,24,8,9,26.6,68.59,R
10322,2013,10,24,8,34,25.2,55.19,R
10323,2013,10,24,8,35,58.7,47.25,R
10324,2013,10,24,9,9,25.3,40.6,R
10325,2013,10,24,9,11,59.9,57.52,R
10326,2013,10,24,9,45,49.2,12.21,N
10327,2013,10,24,9,46,43.5,14.4,N
10328,2013,10,24,9,54,49.7,86.26,R
10329,2013,10,24,10,4,44.3,19.68,R
10330,2013,10,24,10,5,12.7,5.62,N
10331,2013,10,24,10,7,8.8,9.55,R
10332,2013,10,24,10,8,57.1,23.87,R
10333,2013,10,24,10,10,12.5,72.11,R
10334,2013,10,24,10,12,3.8,133.05,R
10335,2013,10,24,10,15,49.9,63.2,R
10336,2013,10,24,11,15,37.8,73.33,R
10337,2013,10,24,11,57,57,83.48,R
10338,2013,10,25,17,6,18.8,132.62,R
10339,2013,10,25,17,11,41.4,110.18,R
10340,2013,10,25,17,23,19.3,115.59,S
10341,2013,10,27,7,27,9,58.62,S
10342,2013,10,27,12,14,35.7,76.52,R
10343,2013,10,28,10,46,7.7,11.08,N
10344,2013,10,29,3,53,15.6,42.37,R
10345,2013,10,29,4,21,48.9,65.74,R
10346,2013,10,29,5,34,14.4,23.65,R
10347,2013,10,29,6,32,27.3,62.67,R
10348,2013,10,29,8,0,58.5,18.86,R
10349,2013,10,29,8,21,3.1,50.13,R
10350,2013,10,29,8,28,40.1,39.89,R
10351,2013,10,29,10,50,36.7,10.34,N
10352,2013,10,29,19,58,7.2,77.58,R
10353,2013,10,29,22,51,30.9,6.07,Q
10354,2013,10,30,10,44,41.7,16.2,N
10355,2013,10,31,1,29,50.6,55.86,R
10356,2013,10,31,22,10,5.9,76.55,S
10357,2013,11,4,0,55,14,45.96,R
10358,2013,11,4,6,4,44.4,55.89,R
10359,2013,11,4,6,54,19.8,80.78,R
10360,2013,11,4,9,23,55.7,61.82,R
10361,2013,11,4,9,45,13.1,57.05,R
10362,2013,11,4,10,44,23.3,22.54,N
10363,2013,11,4,10,59,45.8,51.38,R
10364,2013,11,4,11,1,45.4,50.27,R
10365,2013,11,4,12,14,17.2,8.12,Q
10366,2013,11,4,14,12,27.2,33.95,R
10367,2013,11,4,17,18,43.5,55.22,R
10368,2013,11,4,18,18,32.1,102.56,R
10369,2013,11,4,18,53,24.6,61.33,R
10370,2013,11,4,19,5,57.2,88.25,R
10371,2013,11,4,19,56,38.4,40.74,R
10372,2013,11,4,22,8,6,32.69,R
10373,2013,11,4,23,36,46.3,71.4,R
10374,2013,11,4,23,53,49.8,76.6,R
10375,2013,11,5,0,4,13.9,56.29,R
10376,2013,11,5,0,11,50.1,131.52,R
10377,2013,11,5,0,20,5,63.75,R
10378,2013,11,5,0,33,25.3,47.72,R
10379,2013,11,5,0,57,49.2,32.91,R
10380,2013,11,5,1,0,45.3,89.51,R
10381,2013,11,5,1,4,24,9.74,R
10382,2013,11,5,1,13,20.7,75.35,R
10383,2013,11,5,1,50,27.7,50.41,R
10384,2013,11,5,1,59,52,85.61,R
10385,2013,11,5,2,8,8.2,87.95,R
10386,2013,11,5,2,11,15,49.54,R
10387,2013,11,5,3,6,40.6,97.63,R
10388,2013,11,5,3,13,59.1,57.99,R
10389,2013,11,5,4,27,21.5,62.68,R
10390,2013,11,5,14,32,22.3,90.74,R
10391,2013,11,5,17,32,35.1,71.07,R
10392,2013,11,5,18,20,0.2,35.97,R
10393,2013,11,5,18,31,29,26.85,R
10394,2013,11,5,18,50,25.9,29.21,R
10395,2013,11,5,19,15,5.6,79.5,R
10396,2013,11,5,19,30,53.6,66.47,R
10397,2013,11,5,19,32,45.2,86.05,R
10398,2013,11,5,19,56,0,2.9,Q
10399,2013,11,5,20,18,5.4,86.93,R
10400,2013,11,5,20,22,59.7,44.47,R
10401,2013,11,5,20,29,32.3,61.79,R
10402,2013,11,5,20,31,52.9,39.71,R
10403,2013,11,5,20,41,10.8,37.29,R
10404,2013,11,5,21,21,20.5,33.62,R
10405,2013,11,5,21,48,33.8,35.34,R
10406,2013,11,5,21,51,56.1,80.6,R
10407,2013,11,5,21,58,37.5,53.88,R
10408,2013,11,5,22,4,31.3,7.24,R
10409,2013,11,5,22,5,13,33.35,R
10410,2013,11,5,22,8,34.5,30.14,R
10411,2013,11,5,22,34,27.2,10.37,R
10412,2013,11,5,22,34,45.7,14.2,R
10413,2013,11,5,22,39,9.5,53.28,R
10414,2013,11,5,22,53,15.8,29.96,R
10415,2013,11,5,23,1,15,46.54,R
10416,2013,11,5,23,3,21.7,48.79,R
10417,2013,11,5,23,8,59.6,22.96,R
10418,2013,11,5,23,16,8,26.24,R
10419,2013,11,5,23,23,6.9,50.98,R
10420,2013,11,5,23,54,25.8,17.48,R
10421,2013,11,5,23,57,28.8,25.24,R
10422,2013,11,5,23,58,47.6,39.48,R
10423,2013,11,6,0,1,20.3,52.87,R
10424,2013,11,6,0,3,56.4,37.06,R
10425,2013,11,6,0,6,19.6,17.86,R
10426,2013,11,6,0,8,18.7,6.95,R
10427,2013,11,6,0,8,56.8,38.8,R
10428,2013,11,6,0,13,52.1,56.72,R
10429,2013,11,6,0,16,30.1,37.86,R
10430,2013,11,6,0,36,7.3,100.1,R
10431,2013,11,6,0,43,53.8,47.88,R
10432,2013,11,6,0,46,37.2,76.88,R
10433,2013,11,6,0,56,38.4,47.5,R
10434,2013,11,6,0,57,38.1,81.21,R
10435,2013,11,6,1,3,13.4,8.92,R
10436,2013,11,6,1,4,46.9,31.93,R
10437,2013,11,6,1,8,24.5,10.7,R
10438,2013,11,6,1,14,25.4,46.48,R
10439,2013,11,6,1,21,28.5,10.91,R
10440,2013,11,6,1,23,32,22.22,R
10441,2013,11,6,1,37,57.6,41.36,R
10442,2013,11,6,1,41,19.8,5.41,R
10443,2013,11,6,1,41,58.6,30.62,R
10444,2013,11,6,1,44,57.8,60.83,R
10445,2013,11,6,1,46,17.1,33.18,R
10446,2013,11,6,1,48,13.2,66.36,R
10447,2013,11,6,1,50,23.3,36.1,R
10448,2013,11,6,1,54,55.6,26.57,R
10449,2013,11,6,1,59,42.7,86.34,R
10450,2013,11,6,2,3,38.1,78.93,R
10451,2013,11,6,2,18,20,44.81,R
10452,2013,11,6,2,21,2.7,27.24,R
10453,2013,11,6,2,31,23.8,48.18,R
10454,2013,11,6,2,38,44.7,34.27,R
10455,2013,11,6,2,39,51.7,67.94,R
10456,2013,11,6,2,55,58.3,54.66,R
10457,2013,11,6,3,8,22,49.69,R
10458,2013,11,6,3,9,20.1,106.22,R
10459,2013,11,6,3,14,7.4,39.9,R
10460,2013,11,6,3,25,14.2,96.88,R
10461,2013,11,6,3,44,26.2,61.03,R
10462,2013,11,6,3,51,26,40.8,R
10463,2013,11,6,3,54,57.6,61.73,R
10464,2013,11,6,4,0,6.7,74.32,R
10465,2013,11,6,4,25,3.4,69.24,R
10466,2013,11,6,6,3,14.2,67.69,R
10467,2013,11,6,6,4,54.9,32.82,R
10468,2013,11,6,6,32,39.6,26.73,R
10469,2013,11,6,6,33,57.9,94.01,R
10470,2013,11,6,6,59,35.2,36.39,R
10471,2013,11,6,7,3,35.6,24.76,R
10472,2013,11,6,7,33,22,36.15,R
10473,2013,11,6,7,53,8.8,28.7,R
10474,2013,11,6,8,30,20.6,46.62,R
10475,2013,11,6,8,57,26.5,44.84,R
10476,2013,11,6,10,3,10.4,73.1,R
10477,2013,11,6,10,24,13.3,9.88,Q
10478,2013,11,6,13,15,16.8,3.56,R
10479,2013,11,6,13,29,45.2,1.81,Q
10480,2013,11,6,16,46,35.6,6.09,Q
10481,2013,11,6,17,7,43.4,93.1,R
10482,2013,11,6,17,21,17.6,48.75,R
10483,2013,11,6,17,43,15.1,48.98,R
10484,2013,11,6,22,19,3,3.8,Q
10485,2013,11,7,5,53,3.8,4.26,Q
10486,2013,11,7,8,10,4.5,2.76,Q
10487,2013,11,7,21,4,7.7,4.27,Q
10488,2013,11,8,20,34,57.4,35.76,R
10489,2013,11,8,21,11,2.6,62.58,R
10490,2013,11,8,21,43,58.9,30.28,R
10491,2013,11,8,21,50,25.3,21.49,R
10492,2013,11,8,22,4,56.7,43.06,R
10493,2013,11,8,23,15,57.5,9.52,Q
10494,2013,11,8,23,58,18.8,72.7,R
10495,2013,11,8,23,59,46.4,66.05,R
10496,2013,11,9,1,58,55.6,52.68,R
10497,2013,11,9,1,59,59,65.18,R
10498,2013,11,9,2,1,24.7,33.04,R
10499,2013,11,9,4,31,19.5,48.38,R
10500,2013,11,9,7,15,4.5,17.17,R
10501,2013,11,9,7,42,46.1,89.95,R
10502,2013,11,9,7,52,2.3,65.08,R
10503,2013,11,9,8,16,1.6,67.69,R
10504,2013,11,9,8,19,16.6,67.18,R
10505,2013,11,9,8,33,11.2,54.06,R
10506,2013,11,9,9,17,56.4,61.64,R
10507,2013,11,9,9,57,53.3,5.45,Q
10508,2013,11,9,10,14,27.5,68.62,R
10509,2013,11,9,10,18,29.1,110.11,S
10510,2013,11,9,10,24,50.6,64,R
10511,2013,11,9,11,47,59.1,126.86,R
10512,2013,11,9,12,42,0.5,31,R
10513,2013,11,9,18,24,47.2,53.78,R
10514,2013,11,10,5,19,8.8,50.8,R
10515,2013,11,10,8,13,46.3,57.61,R
10516,2013,11,10,8,23,34.6,71.18,R
10517,2013,11,10,8,41,38.6,17,R
10518,2013,11,10,8,56,36.9,7.51,R
10519,2013,11,10,9,4,52.7,28.85,R
10520,2013,11,10,9,9,2.9,23.57,R
10521,2013,11,10,9,10,16,24.89,R
10522,2013,11,10,9,14,33.2,14.3,R
10523,2013,11,10,9,22,40.8,63.03,R
10524,2013,11,10,9,41,3.3,72.45,R
10525,2013,11,10,9,42,56.6,75.52,R
10526,2013,11,10,9,57,43.4,70.63,R
10527,2013,11,10,9,59,59.3,37.91,R
10528,2013,11,10,10,5,12.7,33.78,R
10529,2013,11,10,10,6,24.3,61.24,R
10530,2013,11,10,10,17,35.6,11.92,R
10531,2013,11,10,10,29,1,57.53,R
10532,2013,11,10,10,31,52.5,51.34,R
10533,2013,11,10,10,34,24,50.22,R
10534,2013,11,10,10,36,8,97.02,R
10535,2013,11,10,10,48,23.5,36.25,R
10536,2013,11,10,11,14,52.5,71.96,R
10537,2013,11,10,11,24,7.4,52.24,R
10538,2013,11,10,11,34,17.8,54.39,R
10539,2013,11,10,12,1,53.8,45.8,R
10540,2013,11,10,12,4,56.8,57.28,R
10541,2013,11,10,12,6,16.8,57.28,R
10542,2013,11,10,12,13,18.8,67.83,R
10543,2013,11,10,12,18,30.3,66.16,R
10544,2013,11,10,12,27,5.9,53.58,R
10545,2013,11,10,12,32,48.5,64.3,R
10546,2013,11,10,12,39,23,38.98,R
10547,2013,11,10,13,1,13.3,42.43,R
10548,2013,11,10,13,20,26.7,35.94,R
10549,2013,11,10,13,42,16,76.97,R
10550,2013,11,10,13,49,36.2,94.67,R
10551,2013,11,10,14,12,16.9,16.94,R
10552,2013,11,10,14,18,35.5,42.5,R
10553,2013,11,10,14,32,11.1,14.37,R
10554,2013,11,10,14,37,37.3,14.92,R
10555,2013,11,10,14,40,38.8,37.81,R
10556,2013,11,10,14,51,46.5,45.22,R
10557,2013,11,10,14,53,35.5,33.69,R
10558,2013,11,10,14,56,59.3,16.39,R
10559,2013,11,10,15,8,9.6,81.78,R
10560,2013,11,10,15,9,59.4,75.74,R
10561,2013,11,10,15,23,31.7,50.53,R
10562,2013,11,10,15,29,57.8,19.7,R
10563,2013,11,10,15,36,38.7,48.53,R
10564,2013,11,10,15,39,45.5,54.08,R
10565,2013,11,10,15,44,20.5,74.28,R
10566,2013,11,10,16,8,38,104.59,R
10567,2013,11,10,17,37,21.9,51.82,R
10568,2013,11,10,18,14,19.2,56.98,R
10569,2013,11,10,18,59,36.8,76.6,R
10570,2013,11,10,19,2,0,51.94,R
10571,2013,11,10,19,19,11.3,78.82,R
10572,2013,11,10,19,39,21.9,27.01,R
10573,2013,11,10,20,15,12.5,29.32,R
10574,2013,11,10,20,15,46.3,32.51,R
10575,2013,11,10,20,22,40.3,80.11,R
10576,2013,11,10,21,14,41.3,26.71,R
10577,2013,11,10,21,18,9.9,76.32,R
10578,2013,11,10,22,29,22.9,64.64,R
10579,2013,11,10,22,39,12.7,105.84,R
10580,2013,11,10,22,44,23.3,79.68,R
10581,2013,11,10,23,8,32.5,48.73,R
10582,2013,11,10,23,11,13.7,66.61,R
10583,2013,11,10,23,14,9.6,54.08,R
10584,2013,11,10,23,15,17.7,90.72,R
10585,2013,11,11,0,44,52.5,93.83,R
10586,2013,11,11,5,51,7,29.32,R
10587,2013,11,11,9,18,8.5,54.92,R
10588,2013,11,11,12,57,21.1,56.01,R
10589,2013,11,11,19,31,50.7,112.82,R
10590,2013,11,11,20,23,3.8,71.73,S
10591,2013,11,12,7,15,47.9,113.48,S
10592,2013,11,12,10,50,40,10.98,N
10593,2013,11,12,14,34,38.4,73.36,R
10594,2013,11,12,14,39,52.9,82.17,R
10595,2013,11,12,16,14,29.7,15.8,R
10596,2013,11,12,22,16,7.3,19.56,Q
10597,2013,11,13,2,53,18.1,41.02,S
10598,2013,11,13,11,33,54.5,26.88,R
10599,2013,11,14,2,52,28,70.66,R
10600,2013,11,14,5,44,24.5,5.19,Q
10601,2013,11,14,10,47,33.2,9.22,N
10602,2013,11,14,19,10,51.7,52.22,R
10603,2013,11,15,1,39,9.5,14.34,Q
10604,2013,11,15,1,44,45,5.63,Q
10605,2013,11,15,2,17,20.4,44.51,R
10606,2013,11,15,2,25,54.1,38.91,R
10607,2013,11,15,4,13,40.5,46.59,R
10608,2013,11,15,4,30,7.4,75.78,R
10609,2013,11,15,5,8,47.5,85.5,R
10610,2013,11,15,7,19,29.8,2.29,Q
10611,2013,11,15,7,19,42.7,71.89,R
10612,2013,11,15,7,23,18.3,73.27,R
10613,2013,11,15,8,0,8.9,69.12,R
10614,2013,11,15,8,3,24.8,87.56,R
10615,2013,11,15,8,19,1.5,30.72,R
10616,2013,11,15,8,22,8,33.28,R
10617,2013,11,15,8,24,14.7,42.22,R
10618,2013,11,15,8,37,12.8,64,R
10619,2013,11,15,9,9,18.7,14.34,R
10620,2013,11,15,9,38,12.9,13.82,R
10621,2013,11,15,10,7,15.8,74.75,R
10622,2013,11,15,10,12,11.1,105.98,R
10623,2013,11,15,10,26,3.5,31.74,R
10624,2013,11,15,10,59,41.2,39.42,R
10625,2013,11,15,13,42,1.9,69.12,R
10626,2013,11,15,13,47,31.2,48.13,R
10627,2013,11,15,14,10,20.2,16.59,R
10628,2013,11,15,14,11,11.8,39.63,R
10629,2013,11,15,14,11,57,33.18,R
10630,2013,11,15,14,12,44.9,35.02,R
10631,2013,11,15,14,13,29.2,23.96,R
10632,2013,11,15,14,47,54.7,7.17,I
10633,2013,11,15,15,57,2,7.17,Q
10634,2013,11,15,16,1,49.6,63.49,R
10635,2013,11,15,16,32,4.9,34.58,R
10636,2013,11,15,16,32,51.7,44.19,R
10637,2013,11,15,17,49,34.1,62.67,R
10638,2013,11,15,17,51,18.3,82.03,R
10639,2013,11,15,18,3,27.4,59.9,R
10640,2013,11,15,18,46,40.2,39.42,R
10641,2013,11,15,19,25,8,66.05,R
10642,2013,11,16,0,46,26.9,77.31,R
10643,2013,11,16,1,39,3.9,81.41,R
10644,2013,11,16,2,51,2.5,58.88,R
10645,2013,11,16,5,32,12.6,80.38,R
10646,2013,11,16,6,26,13.6,21.5,S
10647,2013,11,16,6,35,43.9,24.58,R
10648,2013,11,16,8,12,48.4,79.87,R
10649,2013,11,16,8,29,43.3,34.3,R
10650,2013,11,16,9,28,36.7,45.57,R
10651,2013,11,16,11,38,33.7,60.42,R
10652,2013,11,16,12,11,40.9,37.86,R
10653,2013,11,16,16,47,38.4,47.04,R
10654,2013,11,16,17,7,5.1,34.24,R
10655,2013,11,16,18,53,2.8,29.66,R
10656,2013,11,16,20,28,37.9,48.82,R
10657,2013,11,16,20,37,7.1,54.75,R
10658,2013,11,16,22,46,19.7,53.76,R
10659,2013,11,16,23,1,58.3,83.46,R
10660,2013,11,17,1,34,2.5,111.72,R
10661,2013,11,17,1,36,10.1,70.1,R
10662,2013,11,17,1,37,32.8,23.55,R
10663,2013,11,17,1,51,44.4,35.33,R
10664,2013,11,17,3,33,42,72.19,R
10665,2013,11,17,3,40,24.1,81.41,R
10666,2013,11,17,3,55,3.1,48.51,R
10667,2013,11,17,3,55,58.1,47.8,R
10668,2013,11,17,3,59,39.2,24.26,R
10669,2013,11,17,4,0,7.1,18.55,R
10670,2013,11,17,4,0,30.6,169.08,R
10671,2013,11,17,4,9,13.1,24.06,R
10672,2013,11,17,4,18,58.3,114.28,R
10673,2013,11,17,4,22,20.1,37.5,R
10674,2013,11,17,4,29,14.1,11.26,R
10675,2013,11,17,4,29,40.2,49.66,R
10676,2013,11,17,4,31,4.2,79.87,R
10677,2013,11,17,4,34,10.7,84.48,R
10678,2013,11,17,4,49,19.7,89.6,R
10679,2013,11,17,4,56,22.6,23.5,R
10680,2013,11,17,5,0,59.9,66.05,R
10681,2013,11,17,5,4,19.4,63.47,R
10682,2013,11,17,5,5,40.2,85.99,R
10683,2013,11,17,5,14,27.6,8.19,R
10684,2013,11,17,5,15,10.6,16.9,R
10685,2013,11,17,6,0,44,75.78,R
10686,2013,11,17,6,5,13.7,155.14,R
10687,2013,11,17,6,21,8.6,97.28,R
10688,2013,11,17,7,17,46,26.11,R
10689,2013,11,17,11,9,36.1,72.7,R
10690,2013,11,17,11,53,51.7,91.14,R
10691,2013,11,17,16,30,27.6,60.38,R
10692,2013,11,17,16,38,56.7,39.63,R
10693,2013,11,17,22,57,6.1,39.9,R
10694,2013,11,18,3,22,13.1,26.32,R
10695,2013,11,18,4,28,32.7,34,R
10696,2013,11,18,6,57,12.3,27.1,R
10697,2013,11,18,7,7,12.3,40.42,R
10698,2013,11,18,7,14,8.6,60.42,R
10699,2013,11,18,7,41,0.9,21.74,R
10700,2013,11,18,7,49,20.8,26.62,R
10701,2013,11,18,7,55,40.3,16.9,R
10702,2013,11,18,7,56,2.8,52.74,R
10703,2013,11,18,7,57,9.9,17.92,R
10704,2013,11,18,7,57,55.5,66.56,R
10705,2013,11,18,8,0,40.4,14.34,S
10706,2013,11,18,9,49,31.5,31.74,R
10707,2013,11,19,12,4,13.2,19.97,Q
10708,2013,11,19,13,37,20.4,40.96,R
10709,2013,11,19,15,34,22.1,16.38,R
10710,2013,11,19,16,27,11.2,26.11,R
10711,2013,11,19,16,35,0.9,55.81,R
10712,2013,11,19,17,4,41.9,65.54,R
10713,2013,11,19,17,38,57.9,46.08,R
10714,2013,11,19,18,3,35.4,30.21,R
10715,2013,11,19,18,20,17.6,66.05,R
10716,2013,11,19,19,17,53.2,58.37,R
10717,2013,11,19,19,38,36.7,44.03,R
10718,2013,11,19,20,41,46,48.13,R
10719,2013,11,19,22,52,3.9,76.29,R
10720,2013,11,19,23,8,56.4,3.28,Q
10721,2013,11,19,23,52,46.6,82.43,R
10722,2013,11,20,0,10,2.7,32.77,R
10723,2013,11,20,0,15,17.2,91.65,R
10724,2013,11,20,0,54,2.5,75.26,R
10725,2013,11,20,1,2,24.9,34.82,R
10726,2013,11,20,2,0,32.8,74.75,R
10727,2013,11,20,2,43,47.1,19.46,R
10728,2013,11,20,3,26,16.1,34.82,R
10729,2013,11,20,4,56,2.8,48.13,R
10730,2013,11,20,6,55,48,74.72,R
10731,2013,11,20,8,1,13.7,29.7,R
10732,2013,11,20,9,23,20.4,53.42,R
10733,2013,11,20,9,56,35.6,58.37,R
10734,2013,11,20,9,58,51.8,2.05,N
10735,2013,11,20,10,20,2.2,23.04,R
10736,2013,11,20,10,45,20.3,10.75,N
10737,2013,11,20,11,43,14.6,32.77,R
10738,2013,11,20,11,50,40.4,67.07,R
10739,2013,11,20,13,46,58.9,45.06,R
10740,2013,11,20,14,39,8,64.51,R
10741,2013,11,20,14,55,14.2,46.59,R
10742,2013,11,20,15,5,5.5,37.89,R
10743,2013,11,20,15,8,55.7,59.9,R
10744,2013,11,20,15,20,13.3,27.34,R
10745,2013,11,20,15,29,55.1,22.74,R
10746,2013,11,20,16,37,55.8,57.34,R
10747,2013,11,20,16,45,48,82.94,R
10748,2013,11,20,17,0,54.5,50.69,R
10749,2013,11,20,18,46,11.5,29.7,S
10750,2013,11,20,19,12,5.4,51.2,R
10751,2013,11,20,19,17,24.5,57.86,R
10752,2013,11,20,19,25,21.9,126.98,R
10753,2013,11,20,20,56,5.9,3.58,Q
10754,2013,11,20,21,59,10.5,19.46,R
10755,2013,11,20,23,18,5.5,79.87,R
10756,2013,11,20,23,41,58.3,65.54,R
10757,2013,11,21,0,19,37.7,53.25,R
10758,2013,11,21,0,31,19.9,23.49,R
10759,2013,11,21,5,35,55.3,83.03,R
10760,2013,11,21,7,47,1.5,37.38,R
10761,2013,11,21,8,5,51.5,64.51,R
10762,2013,11,21,10,24,52.2,25.6,R
10763,2013,11,21,10,27,27.5,12.5,R
10764,2013,11,21,10,27,41.3,64.73,R
10765,2013,11,21,10,31,14.9,34.82,R
10766,2013,11,21,10,31,55.1,61.61,R
10767,2013,11,21,10,32,58.5,95.53,R
10768,2013,11,21,10,34,52.8,89.28,S
10769,2013,11,21,10,37,29.1,54.27,S
10770,2013,11,21,10,44,12.7,72.7,R
10771,2013,11,21,10,46,3.8,9.22,N
10772,2013,11,21,11,10,36.9,20.99,R
10773,2013,11,21,11,23,33.8,46.59,R
10774,2013,11,21,11,25,53.6,76.8,R
10775,2013,11,21,11,48,27.5,70.66,R
10776,2013,11,21,12,56,19.7,29.7,R
10777,2013,11,21,12,57,6.3,44.54,R
10778,2013,11,21,13,42,39.7,27.65,R
10779,2013,11,21,14,25,59.7,35.66,R
10780,2013,11,21,15,55,41.8,16.38,R
10781,2013,11,21,15,56,3.8,66.56,R
10782,2013,11,21,16,2,14.7,30.21,R
10783,2013,11,21,16,42,23.4,42.46,R
10784,2013,11,21,16,58,6,119.3,R
10785,2013,11,21,17,45,21.3,50.69,R
10786,2013,11,21,17,54,22.5,73.73,R
10787,2013,11,21,18,2,24.4,63.49,R
10788,2013,11,21,18,44,22.5,52.74,R
10789,2013,11,21,19,36,18.5,35.34,R
10790,2013,11,21,19,53,32.3,62.98,R
10791,2013,11,21,20,20,49.1,40.45,R
10792,2013,11,21,20,36,18.7,56.83,R
10793,2013,11,21,20,47,20.6,32.74,R
10794,2013,11,21,21,45,31.6,73.73,R
10795,2013,11,21,22,11,24.5,93.7,R
10796,2013,11,21,23,37,24.5,37.89,R
10797,2013,11,22,0,38,8.1,41.47,R
10798,2013,11,22,1,0,54.8,62.46,R
10799,2013,11,22,1,4,46,60.93,R
10800,2013,11,22,2,51,33.2,82.43,R
10801,2013,11,22,3,28,57.7,65.02,R
10802,2013,11,22,4,27,53.7,10.34,Q
10803,2013,11,22,4,51,11.7,83.97,R
10804,2013,11,22,5,26,25.3,4.96,Q
10805,2013,11,22,7,43,41,31.23,R
10806,2013,11,22,11,49,16.2,68.1,R
10807,2013,11,22,11,50,36,46.59,R
10808,2013,11,22,11,53,53.3,67.58,R
10809,2013,11,22,12,25,29.7,43.01,R
10810,2013,11,22,12,37,13.3,72.7,R
10811,2013,11,22,12,41,55.7,27.14,R
10812,2013,11,22,13,15,29,71.68,R
10813,2013,11,22,13,38,46.9,88.04,R
10814,2013,11,22,15,17,44.5,37.38,R
10815,2013,11,22,15,25,48.5,5.7,Q
10816,2013,11,22,16,44,56.3,50.69,R
10817,2013,11,22,19,51,3.5,60.42,S
10818,2013,11,22,23,4,46.5,63.49,S
10819,2013,11,23,17,17,40.8,4.16,Q
10820,2013,11,23,17,21,9.6,6.66,Q
10821,2013,11,24,6,48,38.3,21.5,R
10822,2013,11,24,12,13,31.8,6.14,Q
10823,2013,11,24,13,47,56.8,34.3,R
10824,2013,11,24,14,11,10.7,78.34,R
10825,2013,11,24,14,18,35.1,25,R
10826,2013,11,24,14,19,2.8,44.64,R
10827,2013,11,24,14,19,51,46.43,R
10828,2013,11,24,14,44,50.1,51.2,R
10829,2013,11,24,14,52,54.8,72.87,R
10830,2013,11,24,15,3,38.9,65.02,R
10831,2013,11,24,15,20,51.7,4.1,Q
10832,2013,11,24,15,50,10.7,13.82,R
