num,year,month,day,hour,min,sec,T,type
1,2009,1,13,17,24,34.4,17.84,S
2,2009,1,14,13,16,26.1,16.95,S
3,2009,1,15,7,54,37.7,55.13,S
4,2009,1,15,18,2,9.7,90.66,S
5,2009,1,15,19,49,4,2.34,Q
6,2009,1,17,3,26,34.9,11.25,R
7,2009,1,18,3,40,53.1,1.02,Q
8,2009,1,18,3,41,2.8,3.3,Q
9,2009,1,18,5,9,46.1,21.87,S
10,2009,1,18,15,29,19.8,7.73,S
11,2009,1,19,0,59,31.6,3.14,Q
12,2009,1,19,3,21,40.8,4.81,R
13,2009,1,19,10,45,58.4,26.35,S
14,2009,1,19,13,13,4.2,43.1,S
15,2009,1,19,23,58,55.7,6.92,R
16,2009,1,20,0,12,46.8,26.91,R
17,2009,1,20,1,44,4.2,26.07,R
18,2009,1,20,1,44,43.6,25.53,R
19,2009,1,20,2,47,44.4,0.81,Q
20,2009,1,20,3,59,48.1,2.44,Q
21,2009,1,20,4,15,42.9,23.46,R
22,2009,1,20,5,14,58,11.86,R
23,2009,1,20,5,39,1.9,30.78,R
24,2009,1,20,6,44,57.7,9.38,R
25,2009,1,20,6,51,9.9,10.59,R
26,2009,1,20,8,16,45.1,77.48,R
27,2009,1,20,8,31,50.2,28.44,R
28,2009,1,20,9,23,58.1,1.7,Q
29,2009,1,20,9,55,27.5,13.43,R
30,2009,1,20,14,39,11.3,6.07,Q
31,2009,1,20,15,24,7.4,24.4,R
32,2009,1,20,20,45,46.2,28.61,R
33,2009,1,20,21,26,23,36.06,R
34,2009,1,21,10,40,28.8,2.59,I
35,2009,1,21,10,53,4.4,1.73,I
36,2009,1,21,10,57,42.5,2.08,I
37,2009,1,21,11,0,43.6,1.12,I
38,2009,1,21,11,3,57.1,1.87,I
39,2009,1,21,11,9,14.8,2.21,I
40,2009,1,21,11,12,10.2,1.6,I
41,2009,1,21,11,14,49.2,1.75,I
42,2009,1,21,11,17,5.9,2,I
43,2009,1,21,11,19,42.7,1.32,I
44,2009,1,21,11,29,13.4,1.92,I
45,2009,1,21,11,33,38.2,3.34,I
46,2009,1,21,11,43,26.5,1.14,I
47,2009,1,21,17,43,15,36.37,S
48,2009,1,21,21,34,13.9,3.68,Q
49,2009,1,22,9,55,27,2.02,I
50,2009,1,22,10,5,7.1,3.22,I
51,2009,1,22,10,8,37.2,1.22,I
52,2009,1,22,10,11,51.2,0.95,I
53,2009,1,22,10,14,52,2.47,I
54,2009,1,22,10,17,36.4,3.03,I
55,2009,1,22,10,19,55.2,0.95,I
56,2009,1,22,10,23,22.4,1.62,I
57,2009,1,22,10,26,36.5,1.76,I
58,2009,1,22,10,29,20.3,2.7,I
59,2009,1,22,10,32,27.3,1.23,I
60,2009,1,22,10,36,15.7,1.67,I
61,2009,1,22,10,39,47.7,1.08,I
62,2009,1,22,10,43,31.2,2.09,I
63,2009,1,22,10,46,55.2,1.91,I
64,2009,1,22,10,50,1.4,2.05,I
65,2009,1,22,13,27,47.4,2.81,I
66,2009,1,22,13,33,44,2.49,I
67,2009,1,22,13,36,12,1.4,I
68,2009,1,22,13,38,53.9,1.93,I
69,2009,1,22,13,41,18.5,1.51,I
70,2009,1,22,13,44,6.1,2.26,I
71,2009,1,22,13,47,34,1.37,I
72,2009,1,22,13,50,17.5,1.46,I
73,2009,1,22,13,54,3.5,1.62,I
74,2009,1,22,13,56,48.6,1.52,I
75,2009,1,22,13,59,24.7,1.41,I
76,2009,1,22,14,2,42.5,2.36,I
77,2009,1,22,14,7,43.9,1.33,I
78,2009,1,22,14,11,25.3,1.23,I
79,2009,1,22,14,14,39.1,1.54,I
80,2009,1,22,14,17,55.4,3.5,I
81,2009,1,22,18,6,26.9,1.5,Q
82,2009,1,23,8,31,25,13.42,R
83,2009,1,23,8,34,19.6,30.2,R
84,2009,1,23,8,49,7.5,7.34,R
85,2009,1,23,8,57,59.4,38.82,R
86,2009,1,23,8,59,55.5,31.74,R
87,2009,1,23,9,14,43.2,18.36,R
88,2009,1,23,9,18,6.5,25.76,R
89,2009,1,23,9,35,51.4,14.27,R
90,2009,1,23,9,38,37.8,13.36,R
91,2009,1,23,9,47,25.2,20.5,R
92,2009,1,23,9,55,12.9,18.28,R
93,2009,1,23,9,56,54,16.5,R
94,2009,1,23,10,39,42.6,9.26,R
95,2009,1,23,16,38,13.8,34.43,R
96,2009,1,23,17,57,2.5,4.43,Q
97,2009,1,23,18,0,14.1,23.59,S
98,2009,1,23,20,5,53.3,28.16,R
99,2009,1,23,21,34,30.6,12.6,S
100,2009,1,24,4,30,30.8,17.78,R
101,2009,1,24,5,0,4.5,2.22,R
102,2009,1,24,6,7,57.2,39.42,R
103,2009,1,24,6,14,15.6,6.61,R
104,2009,1,24,6,42,34.9,12.24,R
105,2009,1,24,6,49,55.7,23.32,R
106,2009,1,24,9,12,9.3,10.59,R
107,2009,1,24,10,42,54.4,21.35,R
108,2009,1,24,11,0,23,82.44,R
109,2009,1,24,15,13,33.7,66.96,R
110,2009,1,24,16,25,50.2,15.48,R
111,2009,1,24,17,26,51.3,16.24,R
112,2009,1,24,18,38,29.5,9.96,R
113,2009,1,24,18,42,50.9,3.28,Q
114,2009,1,24,19,30,14.3,1.34,R
115,2009,1,24,19,54,24.1,16.81,R
116,2009,1,24,19,57,21.5,19,R
117,2009,1,24,20,9,54.5,51.88,R
118,2009,1,24,20,14,52.2,56.14,R
119,2009,1,24,22,13,20.4,61.78,R
120,2009,1,25,0,49,1.8,14.64,R
121,2009,1,25,4,26,12.4,39.1,R
122,2009,1,25,7,29,37.9,48.02,R
123,2009,1,25,7,31,15.3,73.27,R
124,2009,1,25,8,55,35.3,13.7,R
125,2009,1,26,0,37,26.3,4.67,R
126,2009,1,26,0,45,13.3,21.69,S
127,2009,1,27,5,20,31.3,5.72,Q
128,2009,1,27,10,55,25.8,18.18,R
129,2009,1,27,11,32,0.9,8.22,Q
130,2009,1,27,12,54,30.1,9.21,S
131,2009,1,27,14,3,48.1,9.2,Q
132,2009,1,28,19,25,30.5,1.75,Q
133,2009,1,29,14,15,21.1,14.48,S
134,2009,1,30,10,3,42.3,4.49,R
135,2009,1,30,15,1,49.4,5.78,S
136,2009,1,30,23,55,36,3.71,S
137,2009,1,31,5,30,41.4,30.51,S
138,2009,1,31,6,2,59.3,5.78,Q
139,2009,1,31,6,3,20.4,10.73,Q
140,2009,1,31,8,25,30.2,14.75,R
141,2009,2,1,0,19,19,1.26,Q
142,2009,2,1,4,59,47.9,4.95,S
143,2009,2,1,14,52,39.9,106.01,S
144,2009,2,1,23,28,10,12.99,S
145,2009,2,3,9,48,42.9,1.02,Q
146,2009,2,3,18,31,12.8,24.36,R
147,2009,2,5,0,44,6.8,3.27,S
148,2009,2,5,0,44,15.8,2.14,S
149,2009,2,5,16,3,53.8,112.58,S
150,2009,2,5,19,56,39.3,1.36,Q
151,2009,2,5,20,51,51.6,13.34,S
152,2009,2,6,7,18,24.7,24.54,R
153,2009,2,6,12,0,31.4,22.75,R
154,2009,2,6,23,38,22.8,9.13,R
155,2009,2,7,6,18,2.1,92.48,R
156,2009,2,7,6,23,38.1,23.25,R
157,2009,2,7,6,35,53.9,18.58,R
158,2009,2,7,8,3,20.9,19.92,R
159,2009,2,7,8,9,45.1,30.99,R
160,2009,2,7,8,17,23,50.14,R
161,2009,2,7,9,8,50.8,10.86,R
162,2009,2,7,12,6,21.4,35.14,R
163,2009,2,7,12,15,35.1,27.52,R
164,2009,2,7,13,52,12,8.08,Q
165,2009,2,8,7,21,59.9,22.68,S
166,2009,2,8,19,10,37.1,15.79,S
167,2009,2,13,12,29,22.2,1.76,R
168,2009,2,13,14,13,11.1,22.48,R
169,2009,2,13,14,37,31.2,21.04,R
170,2009,2,13,20,26,11.6,3.68,S
171,2009,2,14,8,44,3.2,1.8,Q
172,2009,2,14,9,18,33.7,2.17,R
173,2009,2,15,10,33,48.1,41.37,R
174,2009,2,15,20,29,14.3,40.36,S
175,2009,2,17,2,57,21.5,1.22,Q
176,2009,2,18,10,56,55.1,24.94,R
177,2009,2,18,11,24,59.5,35.08,R
178,2009,2,18,16,29,12.4,34.27,R
179,2009,2,18,17,4,5.9,21.56,R
180,2009,2,18,17,8,29.5,23.98,R
181,2009,2,18,21,12,32.6,67.97,R
182,2009,2,19,7,22,57.6,11.09,S
183,2009,2,21,9,59,17.3,28.9,R
184,2009,2,21,23,28,39.9,19.02,S
185,2009,2,22,17,6,9.6,7.56,S
186,2009,2,23,9,44,56.2,13.37,S
187,2009,2,25,9,41,17.6,10.78,S
188,2009,2,26,7,19,17.3,1.28,Q
189,2009,2,27,6,35,3,29.02,S
190,2009,2,28,7,37,24.5,3.25,Q
191,2009,3,1,0,27,42.5,1.88,Q
192,2009,3,1,3,0,22.1,5.57,Q
193,2009,3,2,9,23,43.8,51.35,R
194,2009,3,2,13,22,35.4,2.98,Q
195,2009,3,2,13,36,29.6,13.07,R
196,2009,3,2,14,4,13.3,25.7,R
197,2009,3,2,15,52,0.8,63.19,R
198,2009,3,2,15,53,23.2,99.45,R
199,2009,3,2,19,4,54.5,6.04,R
200,2009,3,3,4,4,36.9,5.11,S
201,2009,3,3,13,9,13.3,47.79,R
202,2009,3,4,4,15,34.4,3.12,S
203,2009,3,4,20,53,56.8,17.06,R
204,2009,3,4,21,32,28.8,8.8,R
205,2009,3,4,22,2,23.3,2.86,Q
206,2009,3,4,22,23,11.6,17.92,R
207,2009,3,4,23,47,2.3,26.3,R
208,2009,3,5,1,40,18.6,3.48,Q
209,2009,3,5,2,6,1.5,52.8,R
210,2009,3,5,2,40,13.5,25.42,R
211,2009,3,5,10,10,17.3,1.52,Q
212,2009,3,5,11,57,16.1,5.83,Q
213,2009,3,5,13,58,55.9,6.83,Q
214,2009,3,5,14,27,47.9,34.54,R
215,2009,3,5,14,43,51.3,6.08,Q
216,2009,3,5,20,49,16.8,22.92,R
217,2009,3,5,22,40,42.4,16.69,R
218,2009,3,5,22,53,34,1.97,Q
219,2009,3,6,2,18,5.1,0.73,Q
220,2009,3,6,5,50,21.3,2.77,Q
221,2009,3,6,8,1,45.1,1.29,Q
222,2009,3,6,8,43,9.5,4.66,Q
223,2009,3,6,8,55,51,3.79,Q
224,2009,3,6,8,56,40,2.39,Q
225,2009,3,6,9,8,26.3,1.98,Q
226,2009,3,6,9,16,27.8,61.86,R
227,2009,3,6,10,49,25.9,3.73,Q
228,2009,3,6,20,2,38.9,7.06,R
229,2009,3,7,9,45,20.1,1.5,R
230,2009,3,7,10,37,17.8,13.88,R
231,2009,3,7,10,58,38,7.86,R
232,2009,3,7,11,5,22.8,7.45,R
233,2009,3,7,12,0,10.8,10.11,R
234,2009,3,7,12,19,4.5,23.97,R
235,2009,3,7,12,24,31.3,30.3,R
236,2009,3,7,12,47,28.1,7.73,Q
237,2009,3,7,12,48,2.4,5.72,Q
238,2009,3,7,12,50,19.3,21.3,R
239,2009,3,7,12,57,18.9,1.16,R
240,2009,3,7,13,1,46.8,14.04,R
241,2009,3,7,13,17,9.2,17.08,R
242,2009,3,7,13,33,25.8,2.24,R
243,2009,3,7,13,47,34.7,0.85,Q
244,2009,3,7,14,26,53.5,16.19,R
245,2009,3,7,14,36,23.7,20.64,R
246,2009,3,7,14,55,13.2,16.44,R
247,2009,3,7,15,27,8.5,1.08,Q
248,2009,3,7,15,28,12.4,1.56,Q
249,2009,3,7,16,32,29.6,15.03,R
250,2009,3,7,17,26,44.8,20.96,R
251,2009,3,7,17,33,39.6,53.34,R
252,2009,3,7,17,40,55.9,1.73,R
253,2009,3,7,17,45,54.2,12.91,R
254,2009,3,7,17,46,54.5,66.68,R
255,2009,3,7,18,5,41.6,14.62,R
256,2009,3,7,18,6,13.8,61.36,R
257,2009,3,7,18,7,31.4,22.9,R
258,2009,3,7,18,14,30.1,54.45,R
259,2009,3,7,18,16,51.9,19.45,R
260,2009,3,7,18,24,35.3,17.02,R
261,2009,3,7,18,40,52.7,18.47,R
262,2009,3,7,19,0,53.4,20.72,R
263,2009,3,7,19,7,54.9,32.52,R
264,2009,3,7,19,9,36.5,138.32,R
265,2009,3,7,19,12,54.5,24.11,R
266,2009,3,7,19,17,56.5,84.39,R
267,2009,3,7,19,27,2.8,25.12,R
268,2009,3,7,19,55,29.9,59.55,R
269,2009,3,8,8,25,32.8,49.2,R
270,2009,3,8,8,56,11.8,4.5,Q
271,2009,3,8,9,3,23,20.97,Q
272,2009,3,8,9,19,25.2,23.76,R
273,2009,3,8,9,27,4,9.22,R
274,2009,3,8,9,57,51.4,62.34,R
275,2009,3,8,10,2,3.7,43.81,R
276,2009,3,8,10,21,52.2,40.32,R
277,2009,3,8,10,23,24.5,15.77,R
278,2009,3,8,10,40,39.3,34.19,R
279,2009,3,8,10,44,2.9,15.68,R
280,2009,3,8,10,44,31.6,26.57,R
281,2009,3,8,11,2,43.9,22.58,R
282,2009,3,8,11,3,35.5,18.53,R
283,2009,3,8,11,30,31.6,38.03,R
284,2009,3,8,11,40,36.9,50.39,R
285,2009,3,8,12,21,31.9,16.9,R
286,2009,3,8,12,32,6.8,10.54,R
287,2009,3,8,12,49,29.3,7.76,R
288,2009,3,8,12,53,52.2,31.36,R
289,2009,3,8,12,55,49.7,50.52,R
290,2009,3,8,13,10,46.5,53.89,R
291,2009,3,8,13,12,45.7,15.28,R
292,2009,3,8,13,21,19.9,9.66,R
293,2009,3,8,13,29,4.7,49.41,R
294,2009,3,8,13,34,36.8,61.69,R
295,2009,3,8,13,36,13.1,44.03,R
296,2009,3,8,13,40,9.1,55.04,R
297,2009,3,8,13,42,9.2,0.99,R
298,2009,3,8,13,43,20.7,41.44,R
299,2009,3,8,13,54,26.8,16.65,R
300,2009,3,8,13,58,54.5,12.2,R
301,2009,3,8,14,7,9.1,19.43,R
302,2009,3,8,14,13,45.5,53.84,R
303,2009,3,8,14,15,7.9,1.19,R
304,2009,3,8,14,15,27.7,20.16,R
305,2009,3,8,14,16,58,16.25,R
306,2009,3,8,15,27,29.4,6.08,Q
307,2009,3,8,15,34,47.9,26.31,R
308,2009,3,8,16,11,9.5,16.22,R
309,2009,3,8,16,16,48.5,9.57,R
310,2009,3,8,16,57,5.9,8.42,R
311,2009,3,8,17,59,8.8,23.67,R
312,2009,3,8,18,6,1.9,0.42,R
313,2009,3,8,18,32,11.5,5.04,R
314,2009,3,8,18,38,18.8,18.74,R
315,2009,3,8,19,41,39.1,25.48,R
316,2009,3,8,20,13,11.4,14.18,R
317,2009,3,8,20,32,32,52.82,R
318,2009,3,8,20,49,30.7,56.94,R
319,2009,3,8,20,55,55.7,11.41,R
320,2009,3,8,21,15,6.8,15.42,R
321,2009,3,8,22,13,12.5,40.14,R
322,2009,3,8,22,25,6.4,8.72,R
323,2009,3,8,23,28,20.2,17.3,R
324,2009,3,9,1,28,30,23.32,R
325,2009,3,9,2,15,43.9,11.06,R
326,2009,3,9,2,27,53.4,59.31,R
327,2009,3,9,9,38,0.5,81.08,R
328,2009,3,9,9,59,47.3,13.55,R
329,2009,3,9,12,7,38.2,59.22,R
330,2009,3,9,12,17,51.9,2.5,R
331,2009,3,9,12,19,42.8,47.89,R
332,2009,3,9,14,26,33.5,16.11,R
333,2009,3,9,16,58,12.6,12.13,R
334,2009,3,9,17,11,48.5,4.13,Q
335,2009,3,9,18,4,37.7,5.02,S
336,2009,3,9,18,52,40.3,84.22,R
337,2009,3,9,20,25,2.4,73.24,R
338,2009,3,9,22,49,22.1,67.51,R
339,2009,3,10,0,54,34.3,12.85,R
340,2009,3,10,6,5,17.7,13.44,R
341,2009,3,10,7,11,5,4.93,R
342,2009,3,10,7,52,56.3,13.21,R
343,2009,3,10,7,57,24.2,13.3,R
344,2009,3,10,8,7,29.1,28.64,R
345,2009,3,10,8,8,0.1,36.59,R
346,2009,3,10,8,8,40.6,120.11,R
347,2009,3,10,8,10,49.9,56.87,R
348,2009,3,10,8,13,39.3,50.79,R
349,2009,3,10,8,35,38.4,17.91,R
350,2009,3,10,9,23,6.5,9.29,R
351,2009,3,10,10,41,20.8,30.36,R
352,2009,3,10,11,14,39.1,4.14,R
353,2009,3,10,11,15,2.2,47.6,R
354,2009,3,10,11,16,58.1,4.04,R
355,2009,3,10,11,17,39.8,34.03,R
356,2009,3,10,11,18,33.6,17.31,R
357,2009,3,10,11,19,21.2,33.91,R
358,2009,3,10,11,20,7.6,48.45,R
359,2009,3,10,11,22,0,28.43,R
360,2009,3,10,13,22,9.8,8.67,S
361,2009,3,10,18,58,19.1,47.82,R
362,2009,3,10,19,7,56.8,22.88,R
363,2009,3,10,19,53,13.6,13.4,R
364,2009,3,10,21,15,10.9,33.28,R
365,2009,3,10,21,49,13.3,13.38,R
366,2009,3,10,23,28,38.4,38.06,R
367,2009,3,11,0,19,53.9,17.72,R
368,2009,3,11,1,1,19.5,103.2,R
369,2009,3,11,1,54,19.2,107.29,R
370,2009,3,11,2,1,23.8,15.14,R
371,2009,3,11,2,20,14.3,21.41,R
372,2009,3,11,2,23,42.4,31.84,R
373,2009,3,11,4,8,27.5,62.76,R
374,2009,3,11,5,27,16.9,15.69,R
375,2009,3,11,5,54,3.6,61.64,R
376,2009,3,11,6,10,59.2,8.86,R
377,2009,3,11,7,24,57.6,25.04,R
378,2009,3,11,7,28,46.7,12.06,R
379,2009,3,11,8,19,23.9,43.39,R
380,2009,3,11,9,57,20.3,14.7,R
381,2009,3,11,10,31,50.1,11.56,R
382,2009,3,11,12,31,28.8,5.02,R
383,2009,3,11,15,43,46.6,45.42,R
384,2009,3,11,17,22,17.4,2.67,Q
385,2009,3,11,17,26,33.3,49.38,R
386,2009,3,11,17,50,50.3,10.53,R
387,2009,3,12,9,7,9.5,5.92,S
388,2009,3,12,9,46,8.8,14.28,R
389,2009,3,12,10,22,8,40.17,R
390,2009,3,12,11,5,13.8,48.2,R
391,2009,3,12,15,17,50.7,10.57,S
392,2009,3,12,23,8,17.8,3.25,Q
393,2009,3,13,1,27,58.1,5.7,R
394,2009,3,13,2,0,24.2,52.03,R
395,2009,3,13,2,4,40.8,0.75,R
396,2009,3,13,2,5,59,47.73,R
397,2009,3,13,2,10,9.8,39.5,R
398,2009,3,13,2,26,53.2,21.42,R
399,2009,3,13,13,23,38.2,1.91,Q
400,2009,3,14,8,3,21.9,12.5,S
401,2009,3,15,17,54,54.3,84.96,R
402,2009,3,15,20,13,16.7,46.6,R
403,2009,3,17,3,9,13.6,69.38,R
404,2009,3,17,3,34,31.4,40.36,R
405,2009,3,17,5,41,16,37.29,R
406,2009,3,17,21,58,40.1,3.52,Q
407,2009,3,17,22,58,48.2,47.18,R
408,2009,3,17,23,0,16.1,77.98,R
409,2009,3,18,6,28,25.7,35.79,R
410,2009,3,18,8,49,20.2,13.82,S
411,2009,3,19,0,40,33.2,47.58,R
412,2009,3,24,6,8,1.1,13.41,R
413,2009,3,24,6,9,0,68.41,R
414,2009,3,24,7,29,13.5,29.08,R
415,2009,3,24,14,15,40.1,32.16,R
416,2009,3,26,13,14,36.1,8.73,S
417,2009,3,26,19,42,45.8,15.81,S
418,2009,3,28,4,16,18,21.13,S
419,2009,3,28,15,46,22.6,16.38,S
420,2009,3,28,19,44,26.8,5.6,R
421,2009,3,29,1,32,59.4,18.58,R
422,2009,3,29,1,34,33.1,5.4,R
423,2009,3,29,2,23,37.1,28.06,R
424,2009,3,29,4,2,46.1,28.7,R
425,2009,3,29,9,40,2.9,21.42,R
426,2009,3,29,11,59,19.1,35.04,R
427,2009,3,30,6,12,54.4,1.15,Q
428,2009,3,30,19,23,24.3,70.61,R
429,2009,3,31,1,41,44.8,61.24,R
430,2009,3,31,12,28,29.2,8.52,S
431,2009,3,31,18,34,34.7,29.81,R
432,2009,3,31,22,21,18,33.37,S
433,2009,4,1,15,16,21.8,8.12,Q
434,2009,4,2,8,54,50.6,61.8,S
435,2009,4,2,11,57,46,26,S
436,2009,4,2,22,38,8.5,4.3,R
437,2009,4,4,7,25,28.2,63.62,R
438,2009,4,4,15,7,54.5,5.24,S
439,2009,4,4,19,43,19.3,20.54,S
440,2009,4,5,20,22,0.7,90.79,S
441,2009,4,6,1,34,15.4,50.43,S
442,2009,4,6,2,38,37.8,55.53,S
443,2009,4,6,3,58,20.9,33.58,S
444,2009,4,6,7,18,46.3,66.63,S
445,2009,4,6,8,44,2.5,1.54,Q
446,2009,4,6,8,51,10.4,2.88,Q
447,2009,4,6,16,11,5.5,3.87,S
448,2009,4,6,16,39,46.6,32.72,S
449,2009,4,6,23,17,12,159.15,S
450,2009,4,7,4,36,2.6,214.98,S
451,2009,4,7,6,26,35.8,19.68,S
452,2009,4,7,9,28,4.3,35.68,S
453,2009,4,7,17,49,11.4,94.58,S
454,2009,4,7,21,36,6.4,29.32,S
455,2009,4,9,0,54,32.8,260.52,S
456,2009,4,9,3,16,27.1,17.6,S
457,2009,4,9,13,21,7.8,113.78,S
458,2009,4,9,14,25,22.9,12.64,S
459,2009,4,9,19,39,49.9,86.26,S
460,2009,4,9,20,7,12.1,1.8,Q
461,2009,4,10,1,26,27.7,8.18,R
462,2009,4,10,3,52,53.7,3.78,S
463,2009,4,10,14,57,49,6.4,Q
464,2009,4,13,21,15,57.9,96.93,S
465,2009,4,16,12,6,34.9,1.14,Q
466,2009,4,16,20,16,47.1,14.54,S
467,2009,4,18,19,30,28.2,14.74,S
468,2009,4,19,12,40,17.7,104.64,S
469,2009,4,19,20,28,10.3,13.07,S
470,2009,4,20,0,51,53.4,12.44,S
471,2009,4,20,6,35,18.7,17.77,S
472,2009,4,21,3,40,39.2,14.41,S
473,2009,4,21,10,7,21,3.45,S
474,2009,4,21,10,14,45.9,3.95,Q
475,2009,4,21,17,3,33.3,16.8,R
476,2009,4,21,18,26,47.3,1.36,Q
477,2009,4,21,18,56,6.9,52.68,R
478,2009,4,21,19,17,42.5,33.18,R
479,2009,4,21,21,59,29.9,30.71,R
480,2009,4,22,2,7,39,120.37,S
481,2009,6,6,7,7,26.3,26.43,R
482,2009,6,7,1,42,23.2,49.42,R
483,2009,6,7,4,4,45,4.62,Q
484,2009,6,9,4,40,59.5,40.7,R
485,2009,6,10,16,28,5.6,22.82,R
486,2009,6,11,7,7,26.3,55.61,R
487,2009,6,19,4,1,34.1,35.75,S
488,2009,6,20,11,27,32.2,5.57,S
489,2009,6,20,21,45,8.2,23.98,S
490,2009,6,21,11,22,5.3,165.86,S
491,2009,6,27,9,5,20.9,4.06,Q
492,2009,7,1,9,34,25.8,93.67,S
493,2009,7,9,18,49,0.2,50.57,S
494,2009,7,10,20,55,44.2,25.47,S
495,2009,7,15,17,20,41.1,38.66,S
496,2009,7,16,7,11,52.2,10.71,S
497,2009,7,17,23,50,56.6,15.97,R
498,2009,7,18,6,44,47.7,16.09,Q
499,2009,7,19,14,16,53.9,15.92,S
500,2009,7,24,3,22,16.1,30.06,S
501,2009,7,28,12,29,33.9,27.4,S
502,2009,7,28,15,48,54.7,110.08,S
503,2009,7,30,8,52,57.3,14.45,S
504,2009,7,31,4,16,5.5,27.91,S
505,2009,8,1,10,29,14,8.05,S
506,2009,8,2,6,18,26.8,10.83,S
507,2009,8,4,10,7,51.8,11.82,S
508,2009,8,5,15,21,54.7,18.46,S
509,2009,9,17,17,17,44.4,76.66,S
510,2009,9,20,3,51,39.8,164.21,S
511,2009,9,21,7,46,10.1,24.91,S
512,2009,9,24,0,25,2.3,10,S
513,2009,9,26,1,23,0.5,20.56,R
514,2009,9,26,2,47,40.9,94.51,S
515,2009,9,26,5,42,47.7,16.92,S
516,2009,9,29,18,7,59.6,567.1,S
517,2009,9,29,23,20,25.3,43.67,S
518,2009,9,30,10,29,15.8,238.93,S
519,2009,10,1,18,45,46.5,55.38,S
520,2009,10,1,20,52,33,86.08,S
521,2009,10,6,14,15,53,13.32,S
522,2009,10,7,22,22,43.9,623.34,S
523,2009,10,8,8,48,15.5,142.67,S
524,2009,10,10,14,44,49.4,64.2,S
525,2009,10,10,21,36,50.9,28.92,S
526,2009,10,12,6,52,30.6,42.43,R
527,2009,10,12,13,59,48.7,9.13,S
528,2009,10,12,17,55,51.2,45.33,S
529,2009,10,18,17,20,36.9,4.95,S
530,2009,10,19,10,9,36,104.41,S
531,2009,10,21,16,11,21.9,69.59,S
532,2009,10,21,19,31,46.4,36.1,R
533,2009,10,22,0,28,35.4,31.21,R
534,2009,10,22,2,50,37.5,61.3,R
535,2009,10,22,2,52,52.1,6.31,Q
536,2009,10,22,4,52,38.3,41.82,R
537,2009,10,22,23,36,29.6,70.16,R
538,2009,10,22,23,44,51.7,12.31,R
539,2009,10,22,23,55,38,46.7,R
540,2009,10,23,0,20,23.6,80.82,R
541,2009,10,23,2,10,43.6,71.06,R
542,2009,10,23,12,10,26,54.39,R
543,2009,10,24,2,36,24.1,55.91,R
544,2009,10,24,11,15,4.6,19.98,S
545,2009,10,24,14,59,15.4,420.09,S
546,2009,10,24,22,43,58,37.27,S
547,2009,11,2,7,18,42.1,7.97,Q
548,2009,11,2,7,45,31,6.9,Q
549,2009,11,2,13,44,33.3,64.72,R
550,2009,11,2,22,35,42.2,53.46,R
551,2009,11,3,5,39,28,33.79,R
552,2009,11,3,7,49,17.1,54.4,R
553,2009,11,3,12,27,9.8,20.68,R
554,2009,11,3,12,54,39.1,84.64,R
555,2009,11,3,14,57,33.3,77.38,R
556,2009,11,3,15,4,40.8,24.68,R
557,2009,11,3,16,22,55.6,15.28,R
558,2009,11,3,16,42,56.9,59.96,R
559,2009,11,3,18,5,54.5,63,R
560,2009,11,3,18,49,38.8,51.61,R
561,2009,11,4,0,53,41,66.33,R
562,2009,11,4,1,26,48.5,37.8,R
563,2009,11,4,5,59,25.5,56.86,R
564,2009,11,5,7,17,46.2,59.73,R
565,2009,11,5,8,39,27.6,63.58,R
566,2009,11,5,9,50,47.7,26.11,R
567,2009,11,5,9,52,16.2,45.81,R
568,2009,11,5,11,8,57.9,72.34,R
569,2009,11,5,20,19,26.2,29.76,R
570,2009,11,6,7,49,34.7,64.04,R
571,2009,11,6,19,44,21,69.06,R
572,2009,11,6,21,26,43.6,1.49,Q
573,2009,11,7,7,20,56.2,43.88,R
574,2009,11,7,11,33,43.1,64.02,R
575,2009,11,7,20,54,39.9,41.07,R
576,2009,11,7,22,33,59.2,57.14,R
577,2009,11,8,3,24,47.6,62.13,R
578,2009,11,8,6,55,6.3,39.38,R
579,2009,11,8,8,16,26,65.91,R
580,2009,11,8,13,18,21.2,49.57,R
581,2009,11,8,13,39,14.5,74.4,R
582,2009,11,8,13,42,6,87.93,R
583,2009,11,8,13,47,50.1,63.78,R
584,2009,11,8,15,47,30.9,35.97,R
585,2009,11,8,15,55,0.9,52.33,R
586,2009,11,8,17,14,19.1,65.4,R
587,2009,11,8,19,58,12.3,78.63,R
588,2009,11,9,11,3,36.1,174.1,S
589,2009,11,9,17,57,35.5,47.91,R
590,2009,11,9,20,8,26.2,29.21,R
591,2009,11,9,20,20,35.7,58.72,R
592,2009,11,9,23,19,21,7.5,Q
593,2009,11,10,0,31,25.6,48.46,R
594,2009,11,10,0,46,21.1,3.14,Q
595,2009,11,10,5,45,43,23.21,S
596,2009,11,10,8,38,34.7,42.88,R
597,2009,11,10,8,41,31.5,73.38,R
598,2009,11,10,9,14,3.6,26.22,R
599,2009,11,10,9,37,21.2,23.62,R
600,2009,11,10,11,54,39.7,106.22,R
601,2009,11,10,12,53,57.3,30.69,R
602,2009,11,10,14,58,47.6,50.38,R
603,2009,11,10,15,0,12.6,25.4,R
604,2009,11,11,5,7,45.9,57.55,R
605,2009,11,11,5,24,2.1,25.98,R
606,2009,11,11,5,26,13.5,33.97,R
607,2009,11,11,5,56,21.3,70.42,R
608,2009,11,11,6,3,12.4,45.47,R
609,2009,11,11,6,8,54.7,41.78,R
